Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
196,Jarrett Culver,20,MIN,SG,63,35,23.9,3.7,9.0,.404,1.0,3.5,.299,2.6,5.5,.471,.462,0.9,1.9,.462,1.1,2.3,3.4,1.7,0.9,0.6,1.3,2.0,9.2,,culveja01
197,Donte DiVincenzo,23,MIL,SG,66,24,23.0,3.5,7.7,.455,1.3,3.7,.336,2.3,4.0,.567,.536,1.0,1.3,.733,1.0,3.8,4.8,2.3,1.3,0.3,1.4,1.7,9.2,,divindo01
198,Daniel Theis,27,BOS,C,65,64,24.1,3.7,6.6,.566,0.5,1.5,.333,3.2,5.1,.633,.603,1.3,1.8,.763,2.2,4.4,6.6,1.7,0.6,1.3,0.8,3.4,9.2,,theisda01
199,Mikal Bridges,23,PHO,SF,73,32,28.0,3.4,6.6,.510,1.0,2.7,.361,2.4,4.0,.610,.583,1.4,1.7,.844,0.9,3.1,4.0,1.8,1.4,0.6,1.0,2.2,9.1,,bridgmi01
200,Keldon Johnson,20,SAS,SF,17,1,17.7,3.1,5.2,.596,0.8,1.3,.591,2.4,3.9,.597,.669,2.1,2.6,.795,0.6,2.8,3.4,0.9,0.8,0.1,0.8,1.6,9.1,,johnske04
201,Maxi Kleber,28,DAL,PF,74,21,25.5,3.2,6.9,.461,1.6,4.3,.373,1.6,2.6,.605,.577,1.1,1.3,.849,1.5,3.7,5.2,1.2,0.3,1.1,0.8,2.4,9.1,,klebima01
202,Jake Layman,25,MIN,SF,23,2,22.0,3.5,7.8,.453,1.0,3.1,.333,2.5,4.7,.533,.520,1.0,1.4,.750,0.7,1.7,2.5,0.7,0.7,0.4,1.0,2.0,9.1,,laymaja01
203,Derrick Favors,28,NOP,C,51,49,24.4,4.1,6.6,.617,0.0,0.1,.143,4.1,6.5,.627,.618,0.8,1.4,.563,3.2,6.6,9.8,1.6,0.6,0.9,1.1,2.1,9.0,,favorde01
204,Josh Jackson,22,MEM,SF,22,0,17.3,3.2,7.2,.440,1.0,3.3,.319,2.1,4.0,.540,.513,1.6,2.3,.700,0.5,2.5,3.0,1.6,0.8,0.4,1.3,1.8,9.0,,jacksjo02
205,Monte Morris,24,DEN,PG,73,12,22.4,3.6,7.8,.459,0.9,2.4,.378,2.7,5.4,.495,.517,1.0,1.2,.843,0.3,1.5,1.9,3.5,0.8,0.2,0.7,1.0,9.0,,morrimo01
206,Svi Mykhailiuk,22,DET,SF,56,27,22.6,3.0,7.2,.410,2.1,5.1,.404,0.9,2.1,.425,.552,1.0,1.3,.814,0.3,1.6,1.9,1.9,0.7,0.1,1.1,1.6,9.0,,mykhasv01
207,Naz Reid,20,MIN,C,30,11,16.5,3.3,8.1,.412,1.1,3.2,.330,2.3,4.9,.466,.477,1.2,1.8,.698,1.1,3.0,4.1,1.2,0.6,0.7,0.7,2.8,9.0,,reidna01
208,Bruce Brown,23,DET,PG,58,43,28.2,3.4,7.7,.443,0.6,1.7,.344,2.8,6.1,.470,.480,1.5,2.1,.739,1.1,3.7,4.7,4.0,1.1,0.5,1.7,2.8,8.9,,brownbr01
209,Gary Trent Jr.,21,POR,SF,61,8,21.8,3.2,7.2,.444,1.8,4.4,.418,1.4,2.8,.486,.571,0.6,0.7,.822,0.4,1.2,1.6,1.0,0.8,0.3,0.3,1.5,8.9,,trentga02
210,Kent Bazemore,30,2TM,SF,68,21,24.8,2.9,7.9,.375,1.2,3.6,.344,1.7,4.3,.400,.453,1.7,2.2,.769,0.4,3.9,4.3,1.4,1.1,0.6,1.3,2.9,8.8,,bazemke01
210,Kent Bazemore,30,POR,SF,43,21,25.8,2.6,7.6,.347,1.3,4.0,.327,1.3,3.6,.368,.433,1.3,1.7,.806,0.3,3.7,4.0,1.4,1.0,0.7,1.4,2.8,7.9,,bazemke01
210,Kent Bazemore,30,SAC,SF,25,0,23.1,3.5,8.3,.418,1.1,2.9,.384,2.4,5.4,.437,.486,2.2,3.0,.733,0.6,4.3,4.9,1.3,1.2,0.4,1.2,3.0,10.3,,bazemke01
211,Cameron Johnson,23,PHO,PF,57,9,22.0,3.1,7.1,.435,1.9,4.8,.390,1.2,2.3,.526,.565,0.8,1.0,.807,0.9,2.4,3.3,1.2,0.6,0.4,0.6,1.5,8.8,,johnsca02
212,Jordan Poole,20,GSW,SG,57,14,22.4,2.9,8.8,.333,1.3,4.6,.279,1.6,4.2,.392,.406,1.7,2.1,.798,0.2,1.9,2.1,2.4,0.6,0.2,1.3,1.6,8.8,,poolejo01
213,Austin Rivers,27,HOU,SG,68,4,23.4,3.1,7.4,.421,1.4,4.0,.356,1.7,3.4,.498,.517,1.1,1.6,.703,0.4,2.2,2.6,1.7,0.7,0.1,0.7,1.9,8.8,,riverau01
214,Grayson Allen,24,MEM,SG,38,0,18.9,3.1,6.6,.466,1.5,3.7,.404,1.6,2.9,.545,.580,1.0,1.2,.867,0.2,2.0,2.2,1.4,0.3,0.1,0.9,1.4,8.7,,allengr01
215,Moritz Wagner,22,WAS,C,45,5,18.6,3.2,5.9,.545,0.6,1.8,.313,2.7,4.1,.645,.592,1.7,2.1,.821,1.2,3.6,4.9,1.2,0.6,0.4,1.5,3.4,8.7,,wagnemo01
216,Avery Bradley,29,LAL,SG,49,44,24.2,3.5,7.8,.444,1.3,3.5,.364,2.2,4.3,.510,.526,0.4,0.5,.833,0.4,2.0,2.3,1.3,0.9,0.1,1.0,2.2,8.6,,bradlav01
217,Josh Okogie,21,MIN,SG,62,28,25.0,2.7,6.4,.427,0.7,2.5,.266,2.1,3.9,.529,.479,2.5,3.1,.796,1.4,2.9,4.3,1.6,1.1,0.4,1.4,2.2,8.6,,okogijo01
218,Derrick Jones Jr.,22,MIA,SF,59,16,23.3,3.1,5.9,.527,0.6,2.2,.280,2.5,3.7,.677,.580,1.6,2.1,.772,1.1,2.8,3.9,1.1,1.0,0.6,0.5,2.2,8.5,,jonesde02
219,James Johnson,32,2TM,PF,32,1,19.3,3.2,6.7,.479,1.0,2.8,.363,2.2,3.9,.565,.556,1.0,1.5,.646,0.8,2.9,3.7,2.3,0.8,1.0,1.5,2.5,8.4,,johnsja01
219,James Johnson,32,MIA,PF,18,0,15.6,2.2,4.8,.448,0.9,2.5,.356,1.3,2.3,.548,.540,0.4,0.8,.571,0.4,2.4,2.9,1.2,0.3,0.7,0.8,1.9,5.7,,johnsja01
219,James Johnson,32,MIN,C,14,1,24.1,4.6,9.1,.500,1.2,3.3,.370,3.4,5.9,.573,.566,1.6,2.4,.676,1.2,3.5,4.7,3.8,1.4,1.4,2.4,3.3,12.0,,johnsja01
220,Justin Holiday,30,IND,SF,73,6,25.0,2.8,6.7,.428,1.8,4.5,.405,1.0,2.1,.477,.566,0.7,0.9,.791,0.4,2.8,3.3,1.3,1.2,0.6,0.6,1.9,8.3,,holidju01
221,DeAndre Jordan,31,BRK,C,56,6,22.0,3.4,5.1,.666,0.0,0.0,,3.4,5.1,.666,.666,1.5,2.2,.680,2.5,7.5,10.0,1.9,0.3,0.9,1.3,2.0,8.3,,jordade01
222,E'Twaun Moore,30,NOP,SG,56,6,18.2,3.3,7.8,.426,1.1,3.0,.377,2.2,4.8,.456,.498,0.6,0.8,.689,0.6,1.8,2.3,1.4,0.6,0.2,0.7,1.4,8.3,,mooreet01
223,Jeremy Pargo,33,GSW,PG,3,0,14.7,3.7,7.3,.500,1.0,2.3,.429,2.7,5.0,.533,.568,0.0,0.3,.000,0.3,0.7,1.0,2.7,0.3,0.0,1.3,2.7,8.3,,pargoje01
224,Anfernee Simons,20,POR,SG,70,4,20.7,3.1,7.7,.399,1.1,3.2,.332,2.0,4.4,.448,.469,1.1,1.3,.826,0.4,1.8,2.2,1.4,0.4,0.1,0.9,1.9,8.3,,simonan01
225,Ivica Zubac,22,LAC,C,72,70,18.4,3.3,5.3,.613,0.0,0.0,.000,3.3,5.3,.616,.613,1.7,2.3,.747,2.7,4.8,7.5,1.1,0.2,0.9,0.8,2.3,8.3,,zubaciv01
226,Jalen Brunson,23,DAL,PG,57,16,17.9,3.2,6.8,.466,0.8,2.1,.358,2.4,4.7,.515,.522,1.1,1.3,.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2,,brunsja01
227,Kelly Olynyk,28,MIA,C,67,9,19.4,2.7,5.9,.462,1.4,3.5,.406,1.3,2.4,.543,.582,1.3,1.5,.860,0.7,3.9,4.6,1.7,0.7,0.3,1.1,2.6,8.2,,olynyke01
228,Reggie Bullock,28,NYK,SG,29,19,23.6,3.1,7.7,.402,1.3,3.8,.333,1.8,3.9,.469,.484,0.6,0.7,.810,0.4,1.9,2.3,1.4,0.9,0.1,0.7,1.9,8.1,,bullore01
229,Enes Freedom,27,BOS,C,58,7,16.9,3.4,6.0,.572,0.0,0.1,.143,3.4,5.9,.581,.573,1.2,1.7,.707,2.8,4.6,7.4,1.0,0.4,0.7,1.0,1.7,8.1,,kanteen01
230,Jahlil Okafor,24,NOP,C,30,9,15.6,3.4,5.4,.623,0.0,0.1,.333,3.3,5.3,.629,.627,1.3,2.1,.645,1.6,2.6,4.2,1.2,0.2,0.7,1.3,2.2,8.1,,okafoja01
231,Trevor Ariza,34,2TM,SF,53,21,28.2,2.7,6.1,.438,1.5,3.9,.372,1.2,2.2,.556,.557,1.2,1.4,.838,0.6,4.0,4.6,1.7,1.3,0.3,1.1,2.1,8.0,,arizatr01
231,Trevor Ariza,34,SAC,SF,32,0,24.7,2.0,5.2,.388,1.3,3.8,.352,0.7,1.3,.488,.518,0.7,0.8,.778,0.7,3.9,4.6,1.6,1.1,0.2,0.9,2.0,6.0,,arizatr01
231,Trevor Ariza,34,POR,SF,21,21,33.4,3.7,7.6,.491,1.6,4.0,.400,2.1,3.5,.595,.597,2.0,2.2,.872,0.6,4.1,4.8,2.0,1.6,0.4,1.3,2.3,11.0,,arizatr01
232,Alex Len,26,2TM,C,55,12,17.6,3.2,5.8,.555,0.3,1.1,.271,2.9,4.7,.619,.580,1.2,1.9,.648,1.8,4.0,5.8,0.9,0.4,0.9,1.0,2.3,8.0,,lenal01
232,Alex Len,26,ATL,C,40,9,18.6,3.6,6.5,.546,0.4,1.4,.250,3.2,5.1,.627,.573,1.3,2.0,.630,1.7,4.0,5.8,1.1,0.5,0.8,1.0,2.3,8.7,,lenal01
232,Alex Len,26,SAC,C,15,3,15.0,2.3,3.9,.593,0.1,0.2,.667,2.2,3.7,.589,.610,1.1,1.6,.708,2.1,4.0,6.1,0.5,0.2,1.0,1.1,2.3,5.9,,lenal01
233,Danny Green,32,LAL,SG,68,68,24.8,2.9,7.0,.416,1.8,4.8,.367,1.1,2.2,.524,.542,0.5,0.7,.688,0.8,2.6,3.3,1.3,1.3,0.5,0.9,2.0,8.0,,greenda02
234,Draymond Green,29,GSW,PF,43,43,28.4,2.9,7.3,.389,0.8,3.0,.279,2.0,4.3,.465,.446,1.5,1.9,.759,0.5,5.7,6.2,6.2,1.4,0.8,2.3,2.6,8.0,,greendr01
235,Tony Snell,28,DET,SF,59,57,27.8,2.9,6.5,.445,1.7,4.3,.402,1.2,2.2,.531,.579,0.5,0.5,1.000,0.2,1.7,1.9,2.2,0.5,0.3,0.5,1.7,8.0,,snellto01
236,Sindarius Thornwell,25,NOP,SF,2,0,17.5,3.0,5.5,.545,1.0,2.0,.500,2.0,3.5,.571,.636,1.0,2.0,.500,0.0,2.0,2.0,2.0,0.5,0.5,1.0,1.0,8.0,,thornsi01
237,Patrick Beverley,31,LAC,PG,51,50,26.3,2.9,6.7,.431,1.6,4.0,.388,1.3,2.6,.496,.548,0.6,0.9,.660,1.1,4.1,5.2,3.6,1.1,0.5,1.3,3.1,7.9,DPOY-6DEF2,beverpa01
238,Chandler Hutchison,23,CHI,SF,28,10,18.8,2.9,6.3,.457,0.4,1.4,.316,2.4,4.9,.496,.491,1.6,2.8,.590,0.6,3.2,3.9,0.9,1.0,0.3,1.0,1.7,7.8,,hutchch01
239,Timothé Luwawu-Cabarrot,24,BRK,SF,47,2,18.1,2.5,5.7,.435,1.3,3.4,.388,1.2,2.3,.505,.550,1.5,1.7,.852,0.6,2.1,2.7,0.6,0.4,0.1,0.8,2.3,7.8,,luwawti01
240,J.J. Barea,35,DAL,PG,29,6,15.5,2.9,7.1,.411,1.1,2.9,.376,1.8,4.2,.434,.488,0.7,0.8,.909,0.3,1.5,1.8,3.9,0.2,0.1,1.3,0.9,7.7,,bareajo01
241,Jordan McLaughlin,23,MIN,PG,30,2,19.7,2.9,5.9,.489,1.0,2.5,.382,1.9,3.4,.569,.570,0.9,1.3,.667,0.2,1.4,1.6,4.2,1.1,0.1,1.0,1.0,7.6,,mclaujo01
242,De'Anthony Melton,21,MEM,PG,60,8,19.5,2.7,6.7,.401,0.7,2.3,.286,2.0,4.4,.464,.451,1.6,2.0,.769,0.7,3.0,3.7,2.9,1.3,0.3,1.4,1.8,7.6,,meltode01
243,Omari Spellman,22,GSW,C,49,3,18.1,2.6,6.0,.431,0.9,2.2,.391,1.7,3.8,.454,.503,1.5,1.9,.793,1.6,2.9,4.5,1.0,0.7,0.5,1.1,1.3,7.6,,spellom01
244,Terence Davis,22,TOR,SG,72,4,16.8,2.8,6.1,.456,1.3,3.4,.388,1.5,2.7,.541,.564,0.7,0.8,.864,0.7,2.6,3.3,1.6,0.5,0.2,1.1,1.7,7.5,ROY-6,daviste02
245,Marc Gasol,35,TOR,C,44,43,26.4,2.7,6.3,.427,1.3,3.4,.385,1.4,3.0,.473,.529,0.8,1.1,.735,0.7,5.5,6.3,3.3,0.8,0.9,1.3,2.8,7.5,,gasolma01
246,Dwight Howard,34,LAL,C,69,2,18.9,2.9,4.0,.729,0.0,0.1,.600,2.9,3.9,.732,.735,1.6,3.1,.514,2.5,4.9,7.3,0.7,0.4,1.1,1.2,3.2,7.5,6MOY-9,howardw01
247,Trey Burke,27,2TM,PG,33,1,15.8,2.8,6.3,.450,1.0,2.3,.427,1.9,4.1,.463,.526,0.7,0.9,.793,0.5,1.0,1.5,2.5,0.5,0.1,0.6,1.0,7.4,,burketr01
247,Trey Burke,27,PHI,PG,25,0,13.2,2.4,5.1,.465,0.6,1.5,.421,1.7,3.6,.483,.528,0.5,0.7,.722,0.6,0.8,1.4,2.1,0.3,0.0,0.5,0.8,5.9,,burketr01
247,Trey Burke,27,DAL,PG,8,1,23.9,4.4,10.3,.427,2.0,4.6,.432,2.4,5.6,.422,.524,1.3,1.4,.909,0.1,1.8,1.9,3.8,1.1,0.1,1.1,1.5,12.0,,burketr01
248,Bismack Biyombo,27,CHO,C,53,29,19.4,2.8,5.2,.543,0.0,0.0,,2.8,5.2,.543,.543,1.7,2.8,.603,2.3,3.5,5.8,0.9,0.2,0.9,0.9,2.2,7.4,,biyombi01
249,Ky Bowman,22,GSW,PG,45,12,22.6,3.0,7.1,.417,0.7,2.4,.308,2.2,4.8,.472,.469,0.8,0.9,.829,0.5,2.2,2.7,2.9,1.0,0.2,1.6,2.3,7.4,,bowmaky01
250,Gorgui Dieng,30,2TM,C,63,17,17.4,2.6,5.8,.456,0.9,2.4,.355,1.8,3.4,.528,.530,1.2,1.6,.772,1.4,4.2,5.6,1.2,0.8,0.9,1.0,2.0,7.4,,dienggo01
250,Gorgui Dieng,30,MIN,C,46,17,16.9,2.7,6.0,.448,1.0,2.6,.383,1.7,3.4,.497,.531,1.0,1.3,.797,1.6,4.0,5.6,1.3,0.8,0.9,1.0,1.9,7.4,,dienggo01
250,Gorgui Dieng,30,MEM,C,17,0,18.7,2.5,5.1,.483,0.5,1.9,.250,2.0,3.2,.618,.529,1.8,2.5,.738,1.1,4.7,5.8,0.9,0.8,1.0,0.9,2.1,7.2,,dienggo01
251,Jaxson Hayes,19,NOP,C,64,14,16.9,2.7,4.0,.672,0.0,0.1,.250,2.7,4.0,.678,.674,1.9,3.0,.647,1.5,2.5,4.0,0.9,0.4,0.9,0.8,2.5,7.4,,hayesja02
252,Tyus Jones,23,MEM,PG,65,6,19.0,3.0,6.6,.459,0.7,1.9,.379,2.3,4.7,.492,.514,0.7,0.9,.741,0.1,1.4,1.6,4.4,0.9,0.1,0.8,0.7,7.4,,jonesty01
253,Ian Mahinmi,33,WAS,C,38,35,21.3,2.7,5.5,.495,0.1,0.7,.192,2.6,4.8,.538,.507,1.8,3.0,.619,2.1,3.7,5.7,1.3,0.8,1.2,1.2,3.0,7.4,,mahinia01
254,Wesley Matthews,33,MIL,SG,67,67,24.4,2.5,6.3,.396,1.6,4.4,.364,0.9,1.9,.472,.524,0.8,1.0,.765,0.3,2.1,2.5,1.4,0.6,0.1,0.6,1.5,7.4,,matthwe02
255,Nerlens Noel,25,OKC,C,61,7,18.5,3.0,4.4,.684,0.0,0.0,.333,3.0,4.4,.688,.686,1.3,1.7,.755,1.5,3.4,4.9,0.9,1.0,1.5,1.1,2.7,7.4,,noelne01
256,Brandon Knight,28,2TM,SG,25,3,18.5,2.4,6.7,.353,1.8,5.2,.344,0.6,1.4,.389,.488,0.8,1.4,.588,0.2,1.5,1.6,2.8,0.4,0.1,1.5,1.6,7.3,,knighbr03
256,Brandon Knight,28,CLE,SG,16,0,15.1,1.8,5.4,.326,1.2,4.0,.297,0.6,1.4,.409,.436,0.3,0.8,.308,0.2,1.1,1.3,1.9,0.3,0.1,1.0,1.3,4.9,,knighbr03
256,Brandon Knight,28,DET,PG,9,3,24.6,3.4,9.0,.383,2.9,7.4,.388,0.6,1.6,.357,.543,1.8,2.3,.762,0.1,2.2,2.3,4.2,0.6,0.1,2.4,2.2,11.6,,knighbr03
257,Kris Dunn,25,CHI,PG,51,32,24.9,3.0,6.7,.444,0.6,2.2,.259,2.4,4.5,.535,.487,0.8,1.1,.741,0.5,3.2,3.6,3.4,2.0,0.3,1.3,3.1,7.3,,dunnkr01
258,Emmanuel Mudiay,23,UTA,PG,54,2,15.7,2.8,6.1,.462,0.6,1.6,.345,2.2,4.4,.504,.508,1.2,1.5,.759,0.3,2.0,2.3,2.1,0.4,0.2,1.4,1.3,7.3,,mudiaem01
259,Willie Cauley-Stein,26,2TM,C,54,39,20.3,3.2,5.6,.579,0.0,0.0,.000,3.2,5.6,.581,.579,0.7,1.2,.606,1.6,4.3,5.8,1.3,0.9,1.1,0.7,2.2,7.2,,caulewi01
259,Willie Cauley-Stein,26,GSW,C,41,37,22.9,3.5,6.3,.560,0.0,0.0,,3.5,6.3,.560,.560,0.9,1.4,.614,1.7,4.5,6.2,1.5,1.1,1.2,0.9,2.5,7.9,,caulewi01
259,Willie Cauley-Stein,26,DAL,C,13,2,12.1,2.4,3.5,.689,0.0,0.1,.000,2.4,3.4,.705,.689,0.4,0.7,.556,1.0,3.6,4.6,0.8,0.3,0.8,0.4,1.5,5.2,,caulewi01
260,Michael Carter-Williams,28,ORL,SG,45,0,18.5,2.5,5.8,.427,0.5,1.7,.293,2.0,4.1,.481,.469,1.8,2.1,.832,1.0,2.2,3.3,2.4,1.1,0.5,1.2,1.9,7.2,,cartemi01
261,Mason Plumlee,29,DEN,C,61,1,17.3,2.9,4.7,.615,0.0,0.1,.000,2.9,4.6,.625,.615,1.4,2.5,.535,1.6,3.6,5.2,2.5,0.5,0.6,1.3,2.3,7.2,,plumlma01
262,Jeremiah Martin,23,BRK,PG,9,0,11.0,2.7,5.9,.453,0.6,2.0,.278,2.1,3.9,.543,.500,1.2,1.6,.786,0.1,1.0,1.1,2.0,0.8,0.2,0.4,0.8,7.1,,martije02
263,Rajon Rondo,33,LAL,PG,48,3,20.5,2.9,6.8,.418,0.9,2.6,.328,2.0,4.2,.473,.480,0.6,0.9,.659,0.5,2.5,3.0,5.0,0.8,0.0,1.9,1.2,7.1,,rondora01
264,Tyler Johnson,27,2TM,SG,39,7,18.2,2.5,6.4,.388,1.0,3.1,.319,1.5,3.4,.450,.464,1.1,1.3,.840,0.5,1.5,1.9,1.9,0.4,0.2,0.7,1.5,7.0,,johnsty01
264,Tyler Johnson,27,PHO,PG,31,3,16.6,2.1,5.5,.380,0.8,2.7,.289,1.3,2.8,.466,.450,0.8,1.0,.750,0.3,1.4,1.7,1.6,0.4,0.3,0.8,1.4,5.7,,johnsty01
264,Tyler Johnson,27,BRK,SG,8,4,24.3,4.0,9.9,.405,1.8,4.5,.389,2.3,5.4,.419,.494,2.3,2.3,1.000,1.0,2.0,3.0,3.0,0.5,0.1,0.6,1.9,12.0,,johnsty01
265,Zach Collins,22,POR,PF,11,11,26.4,2.9,6.2,.471,0.6,1.7,.368,2.3,4.5,.510,.522,0.5,0.7,.750,2.3,4.0,6.3,1.5,0.5,0.5,1.3,3.3,7.0,,colliza01
266,Rondae Hollis-Jefferson,25,TOR,PF,60,6,18.7,2.6,5.5,.471,0.1,0.4,.130,2.5,5.1,.497,.476,1.8,2.4,.734,1.8,2.9,4.7,1.8,0.8,0.4,1.0,1.9,7.0,,holliro01
267,Hamidou Diallo,21,OKC,SF,46,3,19.5,2.9,6.4,.446,0.3,1.2,.281,2.5,5.2,.485,.473,0.8,1.4,.603,1.0,2.7,3.6,0.8,0.8,0.2,1.1,2.2,6.9,,diallha01
268,Harry Giles,21,SAC,C,46,17,14.5,3.0,5.5,.554,0.0,0.0,.000,3.0,5.4,.558,.554,0.8,1.1,.776,0.9,3.2,4.1,1.3,0.5,0.4,1.0,2.6,6.9,,gilesha01
269,Frank Mason III,25,MIL,PG,9,0,13.1,2.6,5.7,.451,0.7,2.3,.286,1.9,3.3,.567,.510,1.1,1.9,.588,0.6,1.6,2.1,3.2,0.6,0.1,1.2,1.2,6.9,,masonfr01
270,P.J. Tucker,34,HOU,PF,72,72,34.3,2.5,5.9,.415,1.5,4.2,.358,1.0,1.8,.551,.541,0.5,0.7,.813,1.6,5.1,6.6,1.6,1.1,0.5,1.0,3.2,6.9,,tuckepj01
271,Brad Wanamaker,30,BOS,PG,71,1,19.3,2.3,5.1,.448,0.5,1.4,.363,1.8,3.7,.481,.499,1.8,1.9,.926,0.3,1.7,2.0,2.5,0.9,0.2,1.1,1.9,6.9,,wanambr01
272,Delon Wright,27,DAL,PG,73,5,21.5,2.6,5.6,.462,0.6,1.7,.370,2.0,3.9,.504,.519,1.1,1.4,.770,1.0,2.9,3.8,3.3,1.2,0.3,1.0,1.3,6.9,,wrighde01
273,Luguentz Dort,20,OKC,SF,36,28,22.8,2.4,6.1,.394,0.8,2.8,.297,1.6,3.3,.479,.463,1.2,1.5,.792,0.7,1.6,2.3,0.8,0.9,0.1,0.6,2.7,6.8,,dortlu01
274,JaMychal Green,29,LAC,PF,63,1,20.7,2.4,5.6,.429,1.5,3.8,.387,0.9,1.8,.518,.560,0.6,0.8,.750,1.2,4.9,6.2,0.8,0.5,0.4,0.9,2.8,6.8,,greenja01
275,Denzel Valentine,26,CHI,SF,36,5,13.6,2.7,6.6,.409,1.3,3.8,.336,1.4,2.8,.510,.506,0.2,0.2,.750,0.3,1.8,2.1,1.2,0.7,0.2,0.7,1.4,6.8,,valende01
276,Dragan Bender,22,2TM,C,16,3,17.9,2.6,5.8,.446,0.9,2.7,.349,1.6,3.1,.531,.527,0.6,0.9,.714,1.0,3.6,4.6,1.8,0.3,0.6,1.3,2.6,6.7,,bendedr01
276,Dragan Bender,22,MIL,C,7,0,13.0,1.4,3.0,.476,0.6,1.3,.444,0.9,1.7,.500,.571,0.3,0.4,.667,0.0,2.9,2.9,1.3,0.0,0.7,0.7,2.3,3.7,,bendedr01
276,Dragan Bender,22,GSW,PF,9,3,21.7,3.4,7.9,.437,1.2,3.8,.324,2.2,4.1,.541,.514,0.9,1.2,.727,1.8,4.1,5.9,2.1,0.4,0.4,1.8,2.9,9.0,,bendedr01
277,Damyean Dotson,25,NYK,SG,48,0,17.4,2.5,6.0,.414,1.2,3.4,.362,1.3,2.6,.480,.516,0.5,0.7,.667,0.2,1.7,1.9,1.2,0.5,0.1,0.4,0.9,6.7,,dotsoda01
278,Kyle Korver,38,MIL,SF,58,1,16.6,2.2,5.1,.430,1.7,4.1,.418,0.5,1.0,.482,.599,0.6,0.7,.854,0.3,1.8,2.1,1.2,0.4,0.2,0.8,1.3,6.7,,korveky01
279,James Ennis III,29,2TM,SG,69,18,18.3,2.3,5.2,.446,0.8,2.4,.325,1.5,2.8,.553,.522,1.1,1.4,.806,1.0,2.5,3.6,0.9,0.5,0.3,0.8,2.0,6.6,,ennisja01
279,James Ennis III,29,PHI,SF,49,0,15.8,2.0,4.6,.442,0.8,2.2,.349,1.3,2.4,.525,.524,1.0,1.2,.787,1.0,2.1,3.1,0.8,0.5,0.3,0.6,1.7,5.8,,ennisja01
279,James Ennis III,29,ORL,SG,20,18,24.5,3.0,6.7,.451,0.9,3.2,.286,2.1,3.5,.600,.519,1.6,1.9,.838,1.2,3.6,4.8,1.1,0.6,0.4,1.4,2.6,8.5,,ennisja01
280,Chris Boucher,27,TOR,C,62,0,13.2,2.3,4.8,.472,0.6,1.9,.322,1.7,2.9,.569,.535,1.5,1.9,.784,1.7,2.7,4.5,0.4,0.4,1.0,0.5,1.8,6.6,,bouchch01
281,Ersan İlyasova,32,MIL,PF,63,8,15.7,2.3,5.0,.466,0.8,2.2,.365,1.5,2.8,.545,.546,1.1,1.4,.828,1.0,3.8,4.8,0.8,0.4,0.3,0.5,1.5,6.6,,ilyaser01
282,Boban Marjanović,31,DAL,C,44,5,9.6,2.8,4.8,.573,0.1,0.4,.235,2.7,4.4,.603,.583,1.0,1.3,.754,1.5,3.0,4.5,0.5,0.2,0.2,0.7,1.3,6.6,,marjabo01
283,JaVale McGee,32,LAL,C,68,68,16.6,2.9,4.5,.637,0.0,0.1,.500,2.8,4.4,.640,.642,0.8,1.2,.646,1.8,3.9,5.7,0.5,0.5,1.4,0.8,2.3,6.6,,mcgeeja01
284,Nicolò Melli,29,NOP,C,60,8,17.4,2.3,5.4,.421,1.2,3.4,.335,1.1,2.0,.573,.528,0.9,1.2,.740,0.6,2.4,3.0,1.4,0.6,0.4,0.8,2.1,6.6,,mellini01
285,Keita Bates-Diop,24,2TM,SF,44,0,16.9,2.3,5.3,.427,0.8,2.3,.330,1.5,3.0,.504,.500,1.2,1.7,.720,0.6,2.3,2.9,0.7,0.4,0.5,0.4,1.0,6.5,,bateske01
285,Keita Bates-Diop,24,MIN,PF,37,0,17.5,2.4,5.6,.422,0.8,2.5,.330,1.5,3.0,.500,.498,1.2,1.8,.708,0.6,2.4,3.0,0.8,0.5,0.5,0.4,1.0,6.8,,bateske01
285,Keita Bates-Diop,24,DEN,SF,7,0,14.0,1.9,4.0,.464,0.4,1.3,.333,1.4,2.7,.526,.518,1.1,1.4,.800,0.6,1.9,2.4,0.0,0.3,0.6,0.4,1.0,5.3,,bateske01
286,T.J. McConnell,27,IND,PG,71,3,18.7,3.0,5.8,.516,0.1,0.2,.294,2.9,5.5,.525,.522,0.5,0.6,.833,0.5,2.1,2.7,5.0,0.8,0.2,1.4,1.0,6.5,,mccontj01
287,Allonzo Trier,24,NYK,SG,24,1,12.1,2.1,4.4,.481,0.8,2.2,.358,1.3,2.2,.604,.571,1.4,1.8,.791,0.3,1.0,1.2,1.2,0.1,0.2,0.9,1.2,6.5,,trieral01
288,Sekou Doumbouya,19,DET,PF,38,19,19.8,2.4,6.2,.390,0.7,2.6,.286,1.7,3.6,.464,.449,0.8,1.2,.674,0.5,2.6,3.1,0.5,0.5,0.2,0.9,2.1,6.4,,doumbse01
289,Cory Joseph,28,SAC,PG,72,26,24.4,2.4,5.7,.415,0.8,2.2,.352,1.6,3.5,.455,.483,0.8,1.0,.857,0.6,2.0,2.6,3.5,0.7,0.3,1.1,1.8,6.4,,josepco01
