Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
98,Rudy Gobert,28,UTA,C,71,71,30.8,5.5,8.2,.675,0.0,0.1,.000,5.5,8.1,.680,.675,3.3,5.3,.623,3.4,10.1,13.5,1.3,0.6,2.7,1.7,2.3,14.3,MVP-10DPOY-1ASNBA3DEF1,goberru01
99,Ben Simmons,24,PHI,PG,58,58,32.4,5.6,10.1,.557,0.1,0.2,.300,5.6,9.9,.562,.560,3.0,4.9,.613,1.6,5.6,7.2,6.9,1.6,0.6,3.0,2.9,14.3,MVP-12DPOY-2ASDEF1,simmobe01
100,Richaun Holmes,27,SAC,C,61,61,29.2,6.0,9.4,.637,0.0,0.2,.182,6.0,9.2,.645,.638,2.2,2.8,.794,2.4,5.9,8.3,1.7,0.6,1.6,1.2,3.5,14.2,,holmeri01
101,Al Horford,34,OKC,C,28,28,27.9,5.8,12.9,.450,2.0,5.4,.368,3.8,7.4,.510,.528,0.6,0.8,.818,1.0,5.7,6.7,3.4,0.9,0.9,1.0,1.7,14.2,,horfoal01
102,Marvin Bagley III,21,SAC,PF,43,42,25.9,5.7,11.4,.504,0.9,2.5,.343,4.9,8.9,.550,.542,1.8,3.1,.575,2.5,4.9,7.4,1.0,0.5,0.5,1.4,2.3,14.1,,baglema01
103,Joe Harris,29,BRK,SF,69,65,31.0,5.2,10.2,.505,3.1,6.4,.475,2.1,3.8,.555,.654,0.7,0.9,.778,0.6,3.0,3.6,1.9,0.7,0.2,0.9,2.0,14.1,,harrijo01
104,Luguentz Dort,21,OKC,SG,52,52,29.7,4.8,12.3,.387,2.2,6.3,.343,2.6,6.0,.432,.475,2.3,3.2,.744,0.7,2.9,3.6,1.7,0.9,0.4,1.5,2.6,14.0,,dortlu01
105,Rui Hachimura,22,WAS,PF,57,57,31.5,5.4,11.4,.478,0.8,2.4,.328,4.6,9.0,.519,.513,2.2,2.8,.770,0.9,4.6,5.5,1.4,0.8,0.1,1.2,2.1,13.8,,hachiru01
106,Darius Bazley,20,OKC,PF,55,55,31.2,5.0,12.5,.396,1.5,5.2,.290,3.5,7.3,.470,.456,2.3,3.2,.702,0.9,6.3,7.2,1.8,0.5,0.5,2.2,1.1,13.7,,bazleda01
107,Chris Boucher,28,TOR,C,60,14,24.2,4.8,9.3,.514,1.5,3.9,.383,3.3,5.4,.609,.595,2.5,3.2,.788,2.0,4.8,6.7,1.1,0.6,1.9,0.8,2.8,13.6,6MOY-8,bouchch01
108,Lauri Markkanen,23,CHI,PF,51,26,25.8,4.9,10.2,.480,2.3,5.8,.402,2.6,4.4,.582,.594,1.5,1.8,.826,0.7,4.6,5.3,0.9,0.5,0.3,1.0,1.5,13.6,,markkla01
109,Doug McDermott,29,IND,PF,66,29,24.5,5.4,10.1,.532,1.7,4.3,.388,3.7,5.7,.641,.616,1.2,1.5,.816,0.9,2.4,3.3,1.3,0.3,0.1,0.8,1.8,13.6,,mcderdo01
110,Kelly Olynyk,29,2TM,PF,70,62,28.5,4.8,10.0,.484,1.8,5.3,.342,3.0,4.7,.641,.574,2.1,2.5,.829,1.2,5.7,7.0,2.9,1.1,0.6,1.8,3.0,13.5,,olynyke01
110,Kelly Olynyk,29,MIA,C,43,38,26.9,3.8,8.7,.431,1.8,5.7,.317,2.0,3.1,.639,.533,0.7,0.9,.775,1.0,5.0,6.1,2.1,0.9,0.6,1.3,2.9,10.0,,olynyke01
110,Kelly Olynyk,29,HOU,PF,27,24,31.1,6.5,11.9,.545,1.8,4.6,.392,4.7,7.3,.643,.621,4.2,5.0,.844,1.6,6.9,8.4,4.1,1.4,0.6,2.6,3.1,19.0,,olynyke01
111,LaMarcus Aldridge,35,2TM,C,26,23,25.9,5.4,11.4,.473,1.2,3.1,.388,4.2,8.3,.505,.525,1.6,1.8,.872,0.7,3.8,4.5,1.9,0.4,1.1,1.0,1.8,13.5,,aldrila01
111,LaMarcus Aldridge,35,SAS,C,21,18,25.9,5.5,11.8,.464,1.3,3.6,.360,4.2,8.2,.509,.518,1.5,1.8,.838,0.8,3.7,4.5,1.7,0.4,0.9,1.0,1.7,13.7,,aldrila01
111,LaMarcus Aldridge,35,BRK,C,5,5,26.0,5.0,9.6,.521,0.8,1.0,.800,4.2,8.6,.488,.563,2.0,2.0,1.000,0.4,4.4,4.8,2.6,0.6,2.2,1.4,2.2,12.8,,aldrila01
112,Mikal Bridges,24,PHO,SF,72,72,32.6,5.0,9.3,.543,1.9,4.4,.425,3.2,4.9,.647,.643,1.5,1.8,.840,1.1,3.2,4.3,2.1,1.1,0.9,0.8,1.6,13.5,,bridgmi01
113,Montrezl Harrell,27,LAL,C,69,1,22.9,5.4,8.7,.622,0.0,0.1,.000,5.4,8.6,.632,.622,2.6,3.7,.707,2.3,3.9,6.2,1.1,0.7,0.7,1.1,1.9,13.5,6MOY-6,harremo01
114,Carmelo Anthony,36,POR,PF,69,3,24.5,4.7,11.3,.421,1.9,4.7,.409,2.8,6.6,.429,.506,2.0,2.2,.890,0.5,2.6,3.1,1.5,0.7,0.6,0.9,2.1,13.4,6MOY-7,anthoca01
115,Goran Dragić,34,MIA,PG,50,11,26.7,4.8,11.1,.432,1.8,4.9,.373,3.0,6.2,.479,.514,2.0,2.4,.828,0.5,2.9,3.4,4.4,0.7,0.2,2.4,2.3,13.4,,dragigo01
116,Josh Jackson,23,DET,SG,62,25,25.2,4.8,11.4,.419,1.2,4.1,.300,3.5,7.3,.487,.473,2.6,3.5,.729,0.9,3.2,4.1,2.3,0.9,0.8,2.3,2.9,13.4,,jacksjo02
117,Marcus Morris,31,LAC,PF,57,29,26.4,4.8,10.2,.473,2.5,5.2,.473,2.4,5.1,.472,.592,1.3,1.6,.820,0.6,3.5,4.1,1.0,0.6,0.3,1.0,2.1,13.4,,morrima03
